group_id	region	country	med_node	T0	T1	T2	T3	T4	T5	T6	UNDATED	TOTAL
India_Kibber_Modern	OUTGROUP	India		1	0	0	0	0	0	0	0	1
India_Lippa_Classical	OUTGROUP	India		1	0	0	0	0	0	0	0	1
India_Roopkund-A	OUTGROUP	India		23	0	0	0	0	0	0	0	23
India_Roopkund-B	OUTGROUP	India		12	0	0	0	0	0	0	0	12
India_Roopkund-C	OUTGROUP	India		1	0	0	0	0	0	0	0	1
India_Roopkund-oNearEast	OUTGROUP	India		1	0	0	0	0	0	0	0	1
India_Sanglung_EarlyMiddleAges	OUTGROUP	India		1	0	0	0	0	0	0	0	1
India_Tashigang_EarlyMiddleAges	OUTGROUP	India		1	0	0	0	0	0	0	0	1
Indian	OUTGROUP	India		1	0	0	0	0	0	0	0	1
Indonesia_250BP_Sulawesi	OUTGROUP	Indonesia		2	0	0	0	0	0	0	0	2
Indonesia_950BP_Sulawesi	OUTGROUP	Indonesia		1	0	0	0	0	0	0	0	1
Indonesia_EBA	OUTGROUP	Indonesia		2	3	0	0	0	0	0	0	5
Indonesia_LIA	OUTGROUP	Indonesia		1	0	0	0	0	0	0	0	1
Indonesia_LN_BA_IA	OUTGROUP	Indonesia		1	1	0	0	0	0	0	0	2
Indonesia_Majapahit	OUTGROUP	Indonesia		1	0	0	0	0	0	0	0	1
Indonesia_N	OUTGROUP	Indonesia		2	0	0	0	0	0	0	0	2
Indonesia_N_EBA	OUTGROUP	Indonesia		0	4	0	0	0	0	0	0	4
Indonesia_PreColonial_Majapahit	OUTGROUP	Indonesia		1	0	0	0	0	0	0	0	1
Iran_BeltCave_Mesolithic	OUTGROUP	Iran		0	0	1	0	0	0	0	0	1
Iran_BozoodpeyGhaleBen_MBA_Caucasus	OUTGROUP	Iran		0	3	0	0	0	0	0	0	3
Iran_DinkhaTepe_BA_IA1-1	OUTGROUP	Iran		0	6	0	0	0	0	0	0	6
Iran_DinkhaTepe_BA_IA2-2	OUTGROUP	Iran		0	8	0	0	0	0	0	0	8
Iran_GanjDareh_Historic	OUTGROUP	Iran		1	0	0	0	0	0	0	0	1
Iran_GanjDareh_N	OUTGROUP	Iran		0	0	15	0	0	0	0	0	15
Iran_GolAfshanTepe_Bakun	OUTGROUP	Iran		0	0	1	0	0	0	0	0	1
Iran_HajjiFiruz_IA	OUTGROUP	Iran		0	1	0	0	0	0	0	0	1
Iran_HajjiFiruz_N	OUTGROUP	Iran		0	0	6	0	0	0	0	0	6
Iran_Hasanlu_IA	OUTGROUP	Iran		0	19	0	0	0	0	0	0	19
Iran_Hasanlu_LBA	OUTGROUP	Iran		0	1	0	0	0	0	0	0	1
Iran_Hasanlu_LBA-2	OUTGROUP	Iran		0	1	0	0	0	0	0	0	1
Iran_Hasanlu_LBA-o	OUTGROUP	Iran		0	1	0	0	0	0	0	0	1
Iran_HotuCave_Mesolithic_HotuIIIb	OUTGROUP	Iran		0	0	1	0	0	0	0	0	1
Iran_Kalmakarehcave_Medieval	OUTGROUP	Iran		1	0	0	0	0	0	0	0	1
Iran_LiarsangBon_Parthian	OUTGROUP	Iran		1	4	0	0	0	0	0	0	5
Iran_SehGabi_C	OUTGROUP	Iran		0	4	3	0	0	0	0	0	7
Iran_SehGabi_LN	OUTGROUP	Iran		0	0	2	0	0	0	0	0	2
Iran_ShahTepe_BA	OUTGROUP	Iran		0	6	0	0	0	0	0	0	6
Iran_ShahTepe_LateC_EBA	OUTGROUP	Iran		0	2	0	0	0	0	0	0	2
Iran_ShahriSokhta_BA1-1	OUTGROUP	Iran		0	9	0	0	0	0	0	0	9
Iran_ShahriSokhta_BA2-2	OUTGROUP	Iran		0	10	0	0	0	0	0	0	10
Iran_ShahriSokhta_BA3-3	OUTGROUP	Iran		0	1	0	0	0	0	0	0	1
Iran_TepeAbdulHosein_N	OUTGROUP	Iran		0	0	3	0	0	0	0	0	3
Iran_TepeGuran_EN_PPN	OUTGROUP	Iran		0	0	2	0	0	0	0	0	2
Iran_TepeGuran_PPN	OUTGROUP	Iran		0	0	1	0	0	0	0	0	1
Iran_TepeHissar_C	OUTGROUP	Iran		0	13	0	0	0	0	0	0	13
Iran_Vestemin_MiddlePeriod_Sasanian	OUTGROUP	Iran		1	0	0	0	0	0	0	0	1
Iran_WezmehCave_N	OUTGROUP	Iran		0	0	1	0	0	0	0	0	1
Iranian	OUTGROUP	Iran		2	0	0	0	0	0	0	0	2
Iraq_LBA	OUTGROUP	Iraq		0	2	0	0	0	0	0	0	2
Iraq_PPN	OUTGROUP	Iraq		0	0	1	0	0	0	0	0	1
Iraq_PPNA	OUTGROUP	Iraq		0	0	2	0	0	0	0	0	2
Iraq_Shanidar_PPNB	OUTGROUP	Iraq		0	0	1	0	0	0	0	0	1
Iraq_Shanidar_PPNB-o	OUTGROUP	Iraq		0	0	1	0	0	0	0	0	1
Ireland_EBA	EUROPE_CONTROL	Ireland		0	3	0	0	0	0	0	0	3
Ireland_EN	EUROPE_CONTROL	Ireland		0	4	0	0	0	0	0	0	4
Ireland_EN_MN	EUROPE_CONTROL	Ireland		0	4	0	0	0	0	0	0	4
Ireland_EarlyMedieval	EUROPE_CONTROL	Ireland		34	0	0	0	0	0	0	0	34
Ireland_LN	EUROPE_CONTROL	Ireland		0	5	0	0	0	0	0	0	5
Ireland_MN	EUROPE_CONTROL	Ireland		0	25	0	0	0	0	0	0	25
Ireland_Megalithic	EUROPE_CONTROL	Ireland		0	6	0	0	0	0	0	0	6
Ireland_N	EUROPE_CONTROL	Ireland		0	2	0	0	0	0	0	0	2
Ireland_Viking	EUROPE_CONTROL	Ireland		4	0	0	0	0	0	0	0	4
Irula	OUTGROUP	India		2	0	0	0	0	0	0	0	2
IsleofMan_Viking	EUROPE_CONTROL	United Kingdom		1	0	0	0	0	0	0	0	1
Israel_C	LEVANT	Israel		0	0	1	0	0	0	0	0	1
Israel_IA	LEVANT	Israel		0	1	0	0	0	0	0	0	1
Israel_IA-o	LEVANT	Israel		0	1	0	0	0	0	0	0	1
Israel_IA1	LEVANT	Israel		0	2	0	0	0	0	0	0	2
Israel_IA1-o	LEVANT	Israel		0	1	0	0	0	0	0	0	1
Israel_IA2	LEVANT	Israel		0	3	0	0	0	0	0	0	3
Israel_IBA	LEVANT	Israel		0	1	0	0	0	0	0	0	1
Israel_LBA	LEVANT	Israel		0	4	0	0	0	0	0	0	4
Israel_LateC	LEVANT	Israel		0	4	15	0	0	0	0	0	19
Israel_LateC-2	LEVANT	Israel		0	0	1	0	0	0	0	0	1
Israel_MLBA	LEVANT	Israel		0	40	0	0	0	0	0	0	40
Israel_MLBA-o	LEVANT	Israel		0	2	0	0	0	0	0	0	2
Israel_MLBA-oCaucasus	LEVANT	Israel		0	1	0	0	0	0	0	0	1
Israel_Medieval-oNorthAfrica	LEVANT	Israel		2	0	0	0	0	0	0	0	2
Israel_Natufian	LEVANT	Israel		0	0	0	12	0	0	0	0	12
Israel_PPNB_LN	LEVANT	Israel		0	0	1	0	0	0	0	0	1
Israel_Phoenician	LEVANT	Israel		0	15	0	0	0	0	0	0	15
Italian_North	EUROPE_CONTROL	Italy	ITALY	24	0	0	0	0	0	0	0	24
Italy_Abruzzo_C	EUROPE_CONTROL	Italy	ITALY	0	2	0	0	0	0	0	0	2
Italy_Abruzzo_Epigravettian	EUROPE_CONTROL	Italy	ITALY	0	0	4	0	0	0	0	0	4
Italy_Abruzzo_IA_a_ProtoVillanovan-o	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Abruzzo_N	EUROPE_CONTROL	Italy	ITALY	0	0	5	0	0	0	0	0	5
Italy_Abruzzo_N-oWHG	EUROPE_CONTROL	Italy	ITALY	0	0	1	0	0	0	0	0	1
Italy_Apulia_BA	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Apulia_Eneolithic	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Apulia_Gravettian	EUROPE_CONTROL	Italy	ITALY	0	0	0	0	4	0	0	0	4
Italy_Apulia_IA_b_Daunian	EUROPE_CONTROL	Italy	ITALY	0	3	0	0	0	0	0	0	3
Italy_Apulia_IA_b_IA_c_Daunian	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Apulia_IA_c_Daunian	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Apulia_IA_c_IA_d_Daunian	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Apulia_Medieval	EUROPE_CONTROL	Italy	ITALY	2	0	0	0	0	0	0	0	2
Italy_Apulia_Medieval-1	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Apulia_Medieval-2	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Apulia_UP	EUROPE_CONTROL	Italy	ITALY	0	0	0	1	0	0	0	0	1
Italy_Basilicata_LateAntiquity_Roman	EUROPE_CONTROL	Italy	ITALY	12	0	0	0	0	0	0	0	12
Italy_Basilicata_LateAntiquity_Roman-o	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Campania_Eneolithic_Gaudo	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Campania_ImperialRoman	EUROPE_CONTROL	Italy	ITALY	3	0	0	0	0	0	0	0	3
Italy_Campania_ImperialRoman-2	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Campania_ImperialRoman_Roman	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Centro_Central_N	EUROPE_CONTROL	Italy	ITALY	0	0	7	0	0	0	0	0	7
Italy_EmiliaRomagna	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_EmiliaRomagna_BellBeaker1-1	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_EmiliaRomagna_BellBeaker2-2	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_EmiliaRomagna_BellBeaker3-3	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_FriuliVeneziaGiulia_Epigravettian	EUROPE_CONTROL	Italy	ITALY	0	0	0	1	0	0	0	0	1
Italy_Lazio	EUROPE_CONTROL	Italy	ITALY	0	2	0	0	0	0	0	0	2
Italy_Lazio_BA	EUROPE_CONTROL	Italy	ITALY	0	5	0	0	0	0	0	0	5
Italy_Lazio_BA_IA_a_Etruscan	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Lazio_BA_IA_a_Etruscan-oEurope	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Lazio_C	EUROPE_CONTROL	Italy	ITALY	0	0	1	0	0	0	0	0	1
Italy_Lazio_EN	EUROPE_CONTROL	Italy	ITALY	0	0	1	0	0	0	0	0	1
Italy_Lazio_EarlyMedieval	EUROPE_CONTROL	Italy	ITALY	4	0	0	0	0	0	0	0	4
Italy_Lazio_IA_Etruscan	EUROPE_CONTROL	Italy	ITALY	0	5	0	0	0	0	0	0	5
Italy_Lazio_IA_RomanRepublic	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Lazio_IA_RomanRepublic-oEastMediterranean	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Lazio_IA_a_Etruscan	EUROPE_CONTROL	Italy	ITALY	1	3	0	0	0	0	0	0	4
Italy_Lazio_IA_a_IA_c_Latini	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Lazio_IA_a_IA_c_Latini-oEastMediterranean	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Lazio_IA_b_Etruscan	EUROPE_CONTROL	Italy	ITALY	0	2	0	0	0	0	0	0	2
Italy_Lazio_IA_b_Etruscan-oEastMediterranean	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Lazio_IA_b_Volsci_Hernici	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Lazio_IA_c_Etruscan	EUROPE_CONTROL	Italy	ITALY	0	4	0	0	0	0	0	0	4
Italy_Lazio_IA_c_IA_d_Etruscan	EUROPE_CONTROL	Italy	ITALY	0	14	0	0	0	0	0	0	14
Italy_Lazio_IA_d_Etruscan	EUROPE_CONTROL	Italy	ITALY	0	2	0	0	0	0	0	0	2
Italy_Lazio_IA_d_Etruscan-oLevant	EUROPE_CONTROL	Italy	ITALY	0	2	0	0	0	0	0	0	2
Italy_Lazio_ImperialRoman_Roman	EUROPE_CONTROL	Italy	ITALY	22	0	0	0	0	0	0	0	22
Italy_Lazio_ImperialRoman_Roman-1	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_ImperialRoman_Roman-2	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_ImperialRoman_Roman-oAfrica	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_ImperialRoman_Roman-oAnatoliaCaucasus	EUROPE_CONTROL	Italy	ITALY	3	0	0	0	0	0	0	0	3
Italy_Lazio_ImperialRoman_Roman-oCentralEurope	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_ImperialRoman_Roman-oLevant	EUROPE_CONTROL	Italy	ITALY	4	0	0	0	0	0	0	0	4
Italy_Lazio_LateAntiquity_ImperialRoman_Roman	EUROPE_CONTROL	Italy	ITALY	22	0	0	0	0	0	0	0	22
Italy_Lazio_LateAntiquity_ImperialRoman_Roman-1	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_LateAntiquity_ImperialRoman_Roman-oEurope	EUROPE_CONTROL	Italy	ITALY	2	0	0	0	0	0	0	0	2
Italy_Lazio_LateAntiquity_Roman	EUROPE_CONTROL	Italy	ITALY	16	0	0	0	0	0	0	0	16
Italy_Lazio_LateAntiquity_Roman-2	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_LateAntiquity_Roman-3CentralEuropean	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_LateAntiquity_Roman-o	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_LateAntiquity_Roman-oCentralEurope	EUROPE_CONTROL	Italy	ITALY	4	0	0	0	0	0	0	0	4
Italy_Lazio_LateAntiquity_Roman-oSardinia	EUROPE_CONTROL	Italy	SARDINIA	1	0	0	0	0	0	0	0	1
Italy_Lazio_Medieval-oAegean	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_Medieval_EarlyModern	EUROPE_CONTROL	Italy	ITALY	14	0	0	0	0	0	0	0	14
Italy_Lazio_Medieval_EarlyModern-o	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_Medieval_EarlyModern-oCentralEurope	EUROPE_CONTROL	Italy	ITALY	9	0	0	0	0	0	0	0	9
Italy_Lazio_Medieval_EarlyModern-oIberian	EUROPE_CONTROL	Italy	ITALY	2	0	0	0	0	0	0	0	2
Italy_Lazio_PalazzodellaCancelleria_Medieval-oAegean	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_PalazzodellaCancelleria_Medieval-oEurope	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Lazio_PalazzodellaCancelleria_Medieval_Roman_possible	EUROPE_CONTROL	Italy	ITALY	3	0	0	0	0	0	0	0	3
Italy_Lazio_TarquiniaCivita_IA_a_Etruscan	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Lombardy_RemedellodiSotto_North_C	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Lombardy_RemedellodiSotto_North_EBA	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Marche_Eneolithic_Rinaldone	EUROPE_CONTROL	Italy	ITALY	0	1	0	0	0	0	0	0	1
Italy_Marche_ImperialRoman	EUROPE_CONTROL	Italy	ITALY	3	0	0	0	0	0	0	0	3
Italy_Marche_ImperialRoman_Roman	EUROPE_CONTROL	Italy	ITALY	2	0	0	0	0	0	0	0	2
Italy_Monteriggioni_IA_Etruscan	EUROPE_CONTROL	Italy	ITALY	0	9	0	0	0	0	0	0	9
Italy_NordEst_Epigravettian	EUROPE_CONTROL	Italy	ITALY	0	0	0	1	0	0	0	0	1
Italy_Novilara_IA_Piceni	EUROPE_CONTROL	Italy	ITALY	0	57	0	0	0	0	0	0	57
Italy_Pesaro_LateAntiquity	EUROPE_CONTROL	Italy	ITALY	12	0	0	0	0	0	0	0	12
Italy_Pesaro_LateAntiquity-Africa	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Pesaro_LateAntiquity-oLevant	EUROPE_CONTROL	Italy	ITALY	2	0	0	0	0	0	0	0	2
Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	Italy	ITALY	10	0	0	0	0	0	0	0	10
Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	Italy	ITALY	7	0	0	0	0	0	0	0	7
Italy_Piedmont_North_EarlyMedieval_Lombards-3	EUROPE_CONTROL	Italy	ITALY	4	0	0	0	0	0	0	0	4
Italy_Piedmont_North_EarlyMedieval_Lombards-4	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Ripa_Bianca_Roman_Lombards_Ostrogoth	EUROPE_CONTROL	Italy	ITALY	1	0	0	0	0	0	0	0	1
Italy_Sardinia_AngheluRuju_MBA	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_BA_IA_a_Punic	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_BA_Nuragic	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_BA_Nuragic_Nuragic	EUROPE_CONTROL	Italy	SARDINIA	0	10	0	0	0	0	0	0	10
Italy_Sardinia_BA_Nuragic_Nuragic-o	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_C	EUROPE_CONTROL	Italy	SARDINIA	0	3	0	0	0	0	0	0	3
Italy_Sardinia_C_BA	EUROPE_CONTROL	Italy	SARDINIA	0	3	0	0	0	0	0	0	3
Italy_Sardinia_C_MonteClaro	EUROPE_CONTROL	Italy	SARDINIA	0	4	0	0	0	0	0	0	4
Italy_Sardinia_EBA	EUROPE_CONTROL	Italy	SARDINIA	0	20	0	0	0	0	0	0	20
Italy_Sardinia_EBA_Nuragic	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_EBA_Nuragic_Nuragic	EUROPE_CONTROL	Italy	SARDINIA	0	2	0	0	0	0	0	0	2
Italy_Sardinia_EarlyMedieval	EUROPE_CONTROL	Italy	SARDINIA	1	0	0	0	0	0	0	0	1
Italy_Sardinia_EarlyMedieval-o	EUROPE_CONTROL	Italy	SARDINIA	2	0	0	0	0	0	0	0	2
Italy_Sardinia_IA-2	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_Punic-2	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_a_IA_b_Nuragic-1	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_a_IA_b_Punic-2	EUROPE_CONTROL	Italy	SARDINIA	0	2	0	0	0	0	0	0	2
Italy_Sardinia_IA_a_IA_b_Punic_Nuragic	EUROPE_CONTROL	Italy	SARDINIA	0	5	0	0	0	0	0	0	5
Italy_Sardinia_IA_a_Nuragic-1	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_a_Punic	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_b_IA_c_Nuragic-1	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_b_IA_c_Punic_Nuragic	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_b_IA_c_Punic_Nuragic-oNorthAfrica	EUROPE_CONTROL	Italy	SARDINIA	0	2	0	0	0	0	0	0	2
Italy_Sardinia_IA_b_Nuragic-1	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_b_Nuragic-2	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_b_Punic_Nuragic	EUROPE_CONTROL	Italy	SARDINIA	0	3	0	0	0	0	0	0	3
Italy_Sardinia_IA_c_Nuragic-1	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_IA_c_Punic_Nuragic	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_ImperialRoman	EUROPE_CONTROL	Italy	SARDINIA	1	0	0	0	0	0	0	0	1
Italy_Sardinia_ImperialRoman_Roman	EUROPE_CONTROL	Italy	SARDINIA	5	0	0	0	0	0	0	0	5
Italy_Sardinia_ImperialRoman_Roman-o	EUROPE_CONTROL	Italy	SARDINIA	1	0	0	0	0	0	0	0	1
Italy_Sardinia_LBA	EUROPE_CONTROL	Italy	SARDINIA	0	7	0	0	0	0	0	0	7
Italy_Sardinia_LateAntiquity	EUROPE_CONTROL	Italy	SARDINIA	1	0	0	0	0	0	0	0	1
Italy_Sardinia_LateC	EUROPE_CONTROL	Italy	SARDINIA	0	5	0	0	0	0	0	0	5
Italy_Sardinia_MBA	EUROPE_CONTROL	Italy	SARDINIA	0	2	0	0	0	0	0	0	2
Italy_Sardinia_MBA-o	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Medieval	EUROPE_CONTROL	Italy	SARDINIA	2	0	0	0	0	0	0	0	2
Italy_Sardinia_Medieval-1	EUROPE_CONTROL	Italy	SARDINIA	1	0	0	0	0	0	0	0	1
Italy_Sardinia_Medieval-2	EUROPE_CONTROL	Italy	SARDINIA	1	0	0	0	0	0	0	0	1
Italy_Sardinia_N	EUROPE_CONTROL	Italy	SARDINIA	0	14	4	0	0	0	0	0	18
Italy_Sardinia_N-o	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_N-oAfrica	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_N_EBA	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Phoenician	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Punic_IA_d_ImperialRoman_Nuragic	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Punic_IA_d_ImperialRoman_Nuragic-oEurope	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Roman_IA_c_Punic_IA_d_Nuragic	EUROPE_CONTROL	Italy	SARDINIA	0	2	0	0	0	0	0	0	2
Italy_Sardinia_Roman_IA_c_Punic_IA_d_Nuragic-oNorthAfrica	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Roman_IA_c_Punic_Nuragic-oAfrica	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Roman_IA_c_Punic_Nuragic-oEurope	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Roman_IA_c_Punic_Nuragic-oLevant	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_Roman_IA_c_Punic_Nuragic-oNorthAfrica	EUROPE_CONTROL	Italy	SARDINIA	0	1	0	0	0	0	0	0	1
Italy_Sardinia_SouthwestMatoGrosso_Punic_ImperialRoman_Nuragic-oCaucasus	EUROPE_CONTROL	Italy	SARDINIA	1	0	0	0	0	0	0	0	1
Italy_Sardinia_TusciaUmbria_LateAntiquity_ImperialRoman	EUROPE_CONTROL	Italy	SARDINIA	1	0	0	0	0	0	0	0	1
Italy_Sicily_BA_IA_Unknown	EUROPE_CONTROL	Italy	SICILY	0	1	0	0	0	0	0	0	1
Italy_Sicily_BellBeaker	EUROPE_CONTROL	Italy	SICILY	0	1	0	0	0	0	0	0	1
Italy_Sicily_C-o	EUROPE_CONTROL	Italy	SICILY	0	1	0	0	0	0	0	0	1
Italy_Sicily_EBA	EUROPE_CONTROL	Italy	SICILY	0	14	0	0	0	0	0	0	14
Italy_Sicily_EBA-1	EUROPE_CONTROL	Italy	SICILY	0	1	0	0	0	0	0	0	1
Italy_Sicily_EBA-2	EUROPE_CONTROL	Italy	SICILY	0	1	0	0	0	0	0	0	1
Italy_Sicily_EN	EUROPE_CONTROL	Italy	SICILY	0	0	1	0	0	0	0	0	1
Italy_Sicily_Epigravettian	EUROPE_CONTROL	Italy	SICILY	0	0	7	3	0	0	0	0	10
Italy_Sicily_Epigravettian_HG	EUROPE_CONTROL	Italy	SICILY	0	0	0	1	0	0	0	0	1
Italy_Sicily_Himera_IA_b_Greek	EUROPE_CONTROL	Italy	SICILY	0	30	0	0	0	0	0	0	30
Italy_Sicily_Himera_IA_b_Greek-1	EUROPE_CONTROL	Italy	SICILY	0	1	0	0	0	0	0	0	1
Italy_Sicily_Himera_IA_b_Greek-oAegean	EUROPE_CONTROL	Italy	SICILY	0	3	0	0	0	0	0	0	3
Italy_Sicily_Himera_IA_b_Greek-oEast	EUROPE_CONTROL	Italy	SICILY	0	1	0	0	0	0	0	0	1
Italy_Sicily_Himera_IA_b_Greek-oNorthEurope	EUROPE_CONTROL	Italy	SICILY	0	1	0	0	0	0	0	0	1
Italy_Sicily_IA_a_IA_b_Punic	EUROPE_CONTROL	Italy	SICILY	0	8	0	0	0	0	0	0	8
Italy_Sicily_IA_a_IA_b_Sicani	EUROPE_CONTROL	Italy	SICILY	0	25	0	0	0	0	0	0	25
Italy_Sicily_IA_b_IA_c_Punic	EUROPE_CONTROL	Italy	SICILY	0	13	0	0	0	0	0	0	13
Italy_Sicily_IA_b_Punic	EUROPE_CONTROL	Italy	SICILY	0	12	0	0	0	0	0	0	12
Italy_Sicily_IA_b_Punic-oAfrica	EUROPE_CONTROL	Italy	SICILY	0	1	0	0	0	0	0	0	1
Italy_Sicily_IA_b_Punic-oEurope	EUROPE_CONTROL	Italy	SICILY	0	2	0	0	0	0	0	0	2
Italy_Sicily_IA_c_Punic	EUROPE_CONTROL	Italy	SICILY	0	6	0	0	0	0	0	0	6
Italy_Sicily_IA_c_Punic_IA_d	EUROPE_CONTROL	Italy	SICILY	0	6	0	0	0	0	0	0	6
Italy_Sicily_IA_d_ImperialRoman_Sicilia	EUROPE_CONTROL	Italy	SICILY	1	0	0	0	0	0	0	0	1
Italy_Sicily_ImperialRoman_Sicilia	EUROPE_CONTROL	Italy	SICILY	8	0	0	0	0	0	0	0	8
